endtime;A01nficha;A01ra;A01setor;A01npessoas;B01;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;B13_1;B13_2;B13_3;B13_4;B13_5;B13_6;B14_1;B14_2;B14_3;B14_4;B15_1;B15_2;B15_3;B15_4;B15_5;B16_1;B16_2;B16_3;B16_4;B16_5;B16_6;B17_1;B17_2;B17_3;B17_4;B17_5;B17_6;B18_1;B18_2;B18_3;B18_4;B18_5;B18_6;B19_1;B19_2;B19_3;B19_4;B19_5;B19_6;B19_7;B19_8;B19_9;B20_1;B20_2;B20_3;C01;C01_1;C02;C02_1;C03;C03_1;C04;C04_1_1;C04_1_2;C05_1;C05_2;C05_3;C06_1;C06_2;C06_3;C06_4;C06_5;C06_6;C06_7;C06_8;C06_9;C06_10;C06_11;C06_12;C06_13;C06_14;C06_15;C06_16;C06_17;C06_18;C07;C07_1;C08;C08_1;C08_2;C09_1;C09_2;C09_3;C09_4;C10;C10_1;C10_2;C10_3;C10_4;C10_5;D01;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;D13;D14;grupo_pdad;UPT;criterio_brasil;arranjos;inseg_alimentar;renda_domiciliar;renda_domiciliar_r;renda_domiciliar_pc;renda_domiciliar_pc_r;PESO_PRE;PESO_DOM;TOT_DOM
20210602;44020;3;53031;2;1;2;1;99999;99999;1;1;3;1;8;3;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;2;2;2;1;1;2;99999;2;99999;1;1;1;2;2;2;1;0;1;0;1;0;0;0;0;2;0;1;0;0;0;0;1;0;2;99999;1;1;5;3;3;3;3;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;6;4;7;1;16100;16127,37;8050;8063,685;61,5066777963272;74,457;74457,0000000001
20211006;36108;16;53160;2;1;2;1;99999;99999;1;1;3;1;10;3;4;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;88888;88888;1;1;1;1;1;3;1;1;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;4;2;99999;2;99999;1;1;1;1;2;1;1;1;0;1;2;0;1;0;0;3;0;0;3;1;2;1;1;1;2;99999;2;99999;99999;16;16;59;59;1;1;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;2;1;6;1; ; ; ; ;10,3529411764706;10,7870813397129;9018,0000000001
20211003;29595;25;53252;3;1;2;1;99999;99999;2;1;3;4;4;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;99999;99999;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;99999;2;99999;2;99999;1;2;1;2;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;99999;2;99999;99999;25;59;59;59;1;0;1;0;0;0;1;2;2;2;2;2;2;2;99999;99999;99999;99999;99999;99999;4;3;6;2;2;0;0;0;0;4,67578125;5,03762376237624;2544
20210909;95769;27;53271;6;1;3;1;99999;99999;88888;1;3;1;12;4;4;1;2;2;2;2;1;2;1;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;99999;2;99999;1;1;1;1;2;1;2;2;0;1;1;0;0;0;0;3;0;2;2;0;3;1;1;0;2;99999;2;99999;99999;14;59;14;14;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;4;1;5;1; ; ; ; ;15,3914510686164;18,2900552486188;13242,0000000001
20210617;88407;19;53190;2;1;2;3;99999;1800;99999;1;3;1;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;2;99999;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;2;99999;2;99999;99999;19;19;19;19;2;99999;99999;99999;99999;99999;1;1;1;1;2;2;2;2;99999;99999;99999;99999;99999;99999;2;1;5;6;3;3300;3305,61;1650;1652,805;6,9144385026738;9,27613412228797;4703
20210924;26809;23;53230;1;1;1;1;99999;99999;2;1;2;5;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;99999;2;99999;1;1;2;1;1;2;2;2;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;2;99999;2;99999;99999;23;59;59;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;4;2;6;1;1; ; ; ; ;3,5156862745098;5,32409381663113;2497
20210927;11545;7;53070;3;1;2;3;99999;1200;99999;1;3;2;5;3;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;99999;2;99999;1;1;1;1;1;2;2;2;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;2;99999;2;99999;99999;7;7;7;7;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;4;4;6;6;1;300;293,219017012567;100;97,7396723375225;28,2474048442907;38,1254545454545;20968,9999999998
20211022;14069;9;53090;5;1;2;1;99999;99999;1;1;3;1;5;2;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;5;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1;2;2;1;2;2;1;1;2;99999;2;99999;1;1;1;2;2;2;1;1;1;0;1;0;0;0;0;2;0;0;1;0;1;0;0;0;2;99999;2;99999;99999;9;59;59;59;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;6;4;2;1; ; ; ; ;88,0380184331797;136,953980099502;110110,999999998
20211206;60298;30;53301;3;1;3;1;99999;99999;1;1;3;1;9;4;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;1;1;1;1;2;2;99999;2;99999;1;1;1;1;2;1;1;0;2;1;1;1;0;0;0;8;1;4;2;3;2;1;1;2;2;99999;1;1;3;3;56;59;3;1;4;0;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;3;1;3;1;20000;18958,1109150756;6666,66666666667;6319,37030502522;19,1253687315634;20,2099907493062;21847,0000000003
20211123;28225;1;53013;1;1;1;1;99999;99999;1;1;3;5;8;2;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;2;99999;99999;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;1;1;1;1;1;1;1;2;1;1;0;0;0;1;0;0;0;2;0;0;2;3;0;1;0;0;2;99999;2;99999;99999;1;1;1;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;1;1;25000;23944,0940857405;25000;23944,0940857405;5,33381398702235;5,31349911190053;5982,9999999999
20210720;9402;3;53031;5;1;2;1;99999;99999;1;1;3;1;7;3;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;99999;2;99999;1;1;1;2;2;1;1;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;1;0;2;99999;2;99999;99999;3;3;3;3;2;99999;99999;99999;99999;99999;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;2;7650;7650;1530;1530;61,5066777963272;74,457;74457,0000000001
20211106;67057;1;53012;5;1;1;3;99999;2000;99999;1;3;5;7;3;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;99999;1;6;1;1;1;2;2;1;1;0;1;0;0;1;0;0;0;1;0;0;2;1;2;1;0;0;2;99999;2;99999;99999;1;56;59;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;5;1;4000;3831,05505371849;800;766,211010743697;16,957468879668;20,2117863720074;32925,0000000009
20211221;46043;18;53180;4;1;2;1;99999;99999;88888;1;3;1;11;3;4;2;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1;1;2;99999;99999;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;2;2;99999;1;2;1;1;1;1;2;2;1;0;1;1;1;0;0;1;0;3;0;1;2;0;2;1;1;0;1;1;2;99999;99999;1;1;88888;1;1;0;2;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;2;1;4;1; ; ; ; ;14,1032064128257;15,7749790694488;13897
20211117;99558;22;53220;3;1;1;1;99999;99999;1;1;2;5;6;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;99999;2;99999;1;1;1;1;2;2;1;0;1;1;1;0;0;0;0;3;0;0;3;1;1;1;0;0;2;99999;2;99999;99999;11;29;29;29;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;2;3;1;30000;28732,9129028886;10000;9577,63763429622;17,5911365260901;21,1935193519352;23545,9999999997
20211008;74107;7;53070;2;1;1;2;50;99999;2;1;3;5;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;1;2;2;99999;2;99999;2;99999;1;1;1;2;2;2;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;2;99999;2;99999;99999;7;7;7;7;2;99999;99999;99999;99999;99999;1;1;1;1;1;1;2;2;1;1;1;2;2;2;4;4;5;2;3;370;358,802249874822;185;179,401124937411;28,2474048442907;38,1254545454545;20968,9999999998
20211022;52048;20;53200;4;1;1;1;99999;99999;1;1;3;5;6;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;2;2;1;2;2;99999;1;1;1;1;1;1;2;1;1;0;1;1;0;1;0;0;0;2;0;1;1;1;1;1;1;0;2;99999;1;1;5;20;59;88888;59;1;0;2;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;3;2;2;1;26700;25891,9461396155;6675;6472,98653490388;31,7234513274336;33,0890736304823;52013,9999999985
20211123;13390;1;53011;1;2;1;5;99999;99999;99999;1;3;5;6;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;2;99999;1;1;1;1;2;1;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;2;99999;1;1;5;1;1;1;1;1;1;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;4;1;1; ; ; ; ;23,2221074380165;32,2041513715322;48413,0000000001
20210708;87123;2;53020;2;1;1;5;99999;99999;99999;1;3;5;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;1;1;2;1;2;1;1;1;1;1;2;2;2;2;99999;2;99999;2;99999;1;1;1;1;2;2;1;0;1;0;1;0;0;0;0;2;0;0;1;0;1;1;0;0;2;99999;2;99999;99999;2;2;2;2;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;7;5;6;1;1100;1100;550;550;46,5694087403599;70,6168929110106;46819,0000000004
20211108;54473;22;53220;1;1;5;3;99999;1200;99999;1;3;3;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;2;99999;1;1;1;1;2;1;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;2;99999;2;99999;99999;22;59;59;59;1;1;0;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;4;1;1;5000;4788,81881714811;5000;4788,81881714811;17,5911365260901;21,1935193519352;23545,9999999997
20211127;59026;1;53011;3;1;1;1;99999;99999;1;1;3;5;9;3;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;99999;2;99999;1;1;1;1;2;1;1;0;1;0;1;0;1;0;0;2;0;1;1;2;0;1;1;0;2;99999;2;99999;99999;1;1;1;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;2;3;1; ; ; ; ;23,2221074380165;32,2041513715322;48413,0000000001
20211020;54241;20;53200;4;1;1;1;99999;99999;1;1;3;5;10;3;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;4;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;99999;1;1;1;1;1;1;2;1;1;1;0;0;0;1;0;0;0;4;1;0;2;0;0;1;0;0;1;1;2;99999;99999;20;20;59;20;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;3;2;4;1; ; ; ; ;31,7234513274336;33,0890736304823;52013,9999999985
20210728;68720;8;53080;1;1;1;3;99999;1200;99999;1;3;5;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;4;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;2;99999;1;1;2;2;2;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;2;99999;2;99999;99999;8;3;8;8;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;3;4;1;1;3500;3500;3500;3500;13,9049919484702;15,2440366972477;8308
20211111;93553;1;53012;2;1;1;1;99999;99999;1;1;3;5;10;3;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;4;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;2;99999;2;99999;1;1;1;1;2;2;1;0;1;1;0;1;0;0;0;2;0;1;1;1;2;1;0;0;2;99999;1;1;5;1;59;59;1;1;0;2;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;2;7;1;15000;14366,4564514443;7500;7183,22822572216;16,957468879668;20,2117863720074;32925,0000000009
20210506;30592;17;53170;2;1;3;1;99999;99999;1;1;3;1;14;4;5;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;99999;2;99999;1;1;1;1;2;2;1;0;1;0;1;0;0;0;0;1;0;1;1;0;2;0;0;0;1;1;2;99999;99999;3;59;59;3;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;3;7;6;1;6000;6026,42754;3000;3013,21377;20,520202020202;22,9059674502713;12667,0000000001
20211119;40092;1;53012;2;1;2;1;99999;99999;1;1;3;3;12;1;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;5;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;99999;2;99999;1;1;1;1;2;1;1;0;1;1;0;1;0;1;0;4;0;1;2;2;1;1;0;0;1;1;2;99999;99999;1;56;1;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;1;6;1;23000;22028,5665588813;11500;11014,2832794406;16,957468879668;20,2117863720074;32925,0000000009
20210521;49146;9;53090;2;1;2;1;99999;99999;2;1;3;1;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;2;2;2;2;99999;2;99999;1;2;1;1;1;2;2;2;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;2;99999;2;99999;99999;9;9;9;9;1;0;1;0;0;0;1;2;2;2;2;2;2;2;99999;99999;99999;99999;99999;99999;3;6;6;7;2;1350;1355,9461965;675;677,97309825;88,0380184331797;136,953980099502;110110,999999998
20210608;10890;13;53130;4;1;2;1;99999;99999;1;1;3;3;5;3;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;2;1;2;2;2;2;99999;2;99999;1;1;1;1;1;2;2;2;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;2;99999;2;99999;99999;13;88888;59;59;2;99999;99999;99999;99999;99999;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;7;5;6;2;0;0;0;0;48,4137931034483;62,7093596059113;38190,0000000006
20210918;54683;11;53110;4;1;1;1;99999;99999;1;1;3;5;7;3;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;2;1;1;2;2;99999;1;3;1;1;1;1;2;1;1;0;1;1;1;0;0;0;0;4;0;0;1;1;2;1;1;0;2;99999;2;99999;99999;11;56;59;11;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;1;3;4;1;18000;17593,141020754;4500;4398,28525518851;16,8701298701299;22,4662698412698;11323
20210902;54768;10;53100;2;1;1;3;99999;1100;99999;1;3;5;6;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;3;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;99999;2;99999;1;1;1;2;2;1;1;0;1;0;1;0;0;0;0;2;0;0;1;0;0;1;0;0;2;99999;2;99999;99999;10;3;59;59;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;3;3;6;1; ; ; ; ;39,4311475409836;41,5724381625442;47060,0000000012
20211129;19578;24;53240;3;1;2;1;99999;99999;1;1;3;1;9;3;3;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;88888;1;2;2;2;1;1;1;2;1;1;2;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;99999;1;1;1;2;2;1;1;0;1;0;1;0;0;0;0;3;0;1;1;3;0;1;0;0;2;99999;2;99999;99999;24;88888;24;24;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;2;3;3;1;9000;8619,8738708666;3000;2873,29129028887;7,68112543962485;7,86838709677419;6098,0000000001
20210928;63965;7;53070;4;1;1;2;50;99999;1;1;3;5;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;2;99999;1;1;1;2;2;2;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;2;99999;2;99999;99999;7;7;59;7;2;99999;99999;99999;99999;99999;1;1;1;1;88888;88888;88888;88888;88888;88888;88888;88888;88888;88888;4;4;5;4;5;2919;2853,02103553228;729,75;713,25525888307;28,2474048442907;38,1254545454545;20968,9999999998
20211209;29391;18;53180;3;1;2;1;99999;99999;2;1;3;4;5;2;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;99999;99999;2;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;99999;2;99999;1;2;2;1;1;2;2;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;2;99999;2;99999;99999;1;59;59;18;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;2;6;2;1;1818;1723,29228218038;606;574,430760726792;14,1032064128257;15,7749790694488;13897
20211207;86810;18;53180;3;1;2;1;99999;99999;1;1;3;1;7;4;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;3;2;99999;2;99999;1;1;1;2;2;1;1;0;1;0;0;1;0;0;0;3;0;0;3;0;2;1;0;0;1;1;2;99999;99999;18;18;18;18;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;2;1;7;1;20500;19432,0636879525;6833,33333333333;6477,35456265085;14,1032064128257;15,7749790694488;13897
20211019;2032;22;53220;1;1;1;1;99999;99999;1;1;3;5;8;3;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;3;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;99999;2;99999;1;1;1;1;2;2;1;1;0;1;1;0;0;0;0;1;1;0;1;1;1;1;0;0;2;99999;2;99999;99999;1;1;1;1;1;0;3;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;1;1; ; ; ; ;17,5911365260901;21,1935193519352;23545,9999999997
20210901;31212;10;53100;2;1;1;2;77777;99999;2;1;3;5;5;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;99999;2;99999;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;3;0;1;1;1;0;1;1;0;2;99999;1;1;4;10;10;10;10;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;3;3;2;1;3300;3225,40918713824;1650;1612,70459356912;39,4311475409836;41,5724381625442;47060,0000000012
20211109;17354;30;53301;3;1;1;4;99999;99999;99999;1;3;5;9;3;3;1;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;1;1;2;2;1;1;1;88888;3;1;2;1;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2;99999;2;99999;1;1;1;1;2;1;1;0;1;1;1;0;0;1;0;2;0;0;2;1;0;1;1;0;2;99999;2;99999;99999;30;56;59;59;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;3;2;2;1;10000;9577,63763429622;3333,33333333333;3192,54587809874;19,1253687315634;20,2099907493062;21847,0000000003
20210617;67141;19;53190;2;1;2;1;99999;99999;2;1;3;1;6;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;3;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;2;99999;1;2;1;2;2;2;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;2;99999;2;99999;99999;25;59;59;25;1;0;3;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;1;4;6;1;11600;11619,72;5800;5809,86;6,9144385026738;9,27613412228797;4703
20211017;12825;20;53200;3;1;1;1;99999;99999;1;1;3;5;10;4;3;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;3;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;99999;2;99999;1;1;1;1;2;1;1;1;2;0;1;0;0;0;0;3;1;2;2;0;3;1;1;0;2;99999;1;1;2;20;3;59;59;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;3;1;7;1;16000;15515,7729675599;5333,33333333333;5171,92432251996;31,7234513274336;33,0890736304823;52013,9999999985
20211126;32788;1;53011;1;1;1;1;99999;99999;1;1;3;5;6;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;99999;2;99999;1;1;1;1;2;1;1;0;1;0;1;0;1;0;0;1;0;1;1;1;0;1;1;0;2;99999;2;99999;99999;1;1;1;1;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;1;1; ; ; ; ;23,2221074380165;32,2041513715322;48413,0000000001
20210527;95522;17;53170;2;1;1;3;99999;780;99999;1;3;5;3;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;2;2;2;99999;2;99999;1;2;1;1;1;2;2;2;1;0;1;0;1;0;0;0;0;1;0;1;1;0;1;1;0;0;2;99999;2;99999;99999;17;59;59;17;2;99999;99999;99999;99999;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;3;4;6;1; ; ; ; ;20,520202020202;22,9059674502713;12667,0000000001
20211008;90990;21;53210;4;1;2;1;99999;99999;2;1;3;1;6;3;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;2;2;1;1;2;99999;1;1;1;1;1;1;2;2;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;2;99999;2;99999;99999;21;59;59;59;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;4;7;4;3;1; ; ; ; ;34,9817880794702;26,5428571428571;16721,9999999998
20210926;6921;1;53014;2;1;2;1;99999;99999;1;1;3;3;7;3;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;4;1;1;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;99999;2;99999;1;1;1;1;2;2;1;0;1;0;1;0;0;1;0;3;0;0;1;1;3;1;1;0;2;99999;2;99999;99999;1;59;59;59;1;0;1;0;0;0;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;3;7;1;5100;4984,72328921365;2550;2492,36164460682;5,50600600600601;7,44007490636704;3973
