"";"unidade_planejamento";"regiao_administrativa";"local_trabalho";"meio_transporte";"tempo_deslocamento";"renda";"escolaridade";"sexo";"cor_raca";"peso_amostral_morador";"pop_ajustada";"pos_estrato"
"19296";"Norte";"Santa Maria";"Central Adjacente 2";"Automóvel";"Entre 1 hora e 1 hora e 30 minutos";3863,1011265;"Superior incompleto";"Masculino";"Preta";77,1571428571429;5401;531300106
"19297";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1103,743179;"Sem instrução";"Masculino";"Preta";72,1578947368421;5484;531300105
"19298";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";1103,743179;"Sem instrução";"Masculino";"Branca";69,7083333333333;3346;531300111
"19299";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";802,722312;"Fundamental incompleto";"Feminino";"Parda";56,9275362318841;3928;531300211
"19300";"Norte";"Santa Maria";"Oeste";"Automóvel";"Até 30 minutos";2006,80578;"Superior completo";"Feminino";"Amarela";67,78125;4338;531300210
"19301";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";3511,910115;"Superior completo";"Masculino";"Parda";70,5487804878049;5785;531300107
"19302";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";1768,0322096179;"Superior incompleto";"Feminino";"Parda";70,7956989247312;6584;531300208
"19303";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";147,336017468158;"Superior incompleto";"Masculino";"Parda";68,75;4950;531300109
"19304";"Norte";"Santa Maria";"Central";"Motocicleta";"Entre 30 minutos e 1 hora";1400;"Superior completo";"Masculino";"Branca";70,5487804878049;5785;531300107
"19305";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1505,104335;"Médio completo";"Masculino";"Preta";68,75;4950;531300109
"19306";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2508,507225;"Médio completo";"Feminino";"Parda";70,7956989247312;6584;531300208
"19307";"Norte";"Santa Maria";"Central";"Automóvel";"Até 30 minutos";3511,910115;"Médio incompleto";"Masculino";"Branca";68,75;4950;531300109
"19308";"Norte";"Santa Maria";"Sul";"Bicicleta";"Entre 30 minutos e 1 hora";1244,2195836;"Médio completo";"Masculino";"Preta";61,6666666666667;2405;531300113
"19309";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";301,020867;"Superior incompleto";"Feminino";"Parda";74,0897435897436;5779;531300205
"19310";"Norte";"Santa Maria";"Sul";"Bicicleta";"Até 30 minutos";2177,3842713;"Médio completo";"Masculino";"Parda";72,1578947368421;5484;531300105
"19311";"Norte";"Santa Maria";"Central Adjacente 2";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1103,743179;"Superior incompleto";"Masculino";"Preta";72,1578947368421;5484;531300105
"19312";"Norte";"Santa Maria";"Central";"Transporte privado (empresa de aplicativo)";"Entre 30 minutos e 1 hora";1505,104335;"Sem instrução";"Feminino";"Parda";68,6117647058824;5832;531300206
"19313";"Norte";"Santa Maria";"Oeste";"Automóvel";"Entre 30 minutos e 1 hora";7023,82023;"Superior completo";"Feminino";"Parda";74,0897435897436;5779;531300205
"19314";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";0;"Superior completo";"Feminino";"Parda";66,5652173913043;6124;531300207
"19315";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";1456,94099628;"Fundamental incompleto";"Masculino";"Parda";61,6666666666667;2405;531300113
"19316";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1485,0362772;"Médio completo";"Feminino";"Branca";68,6117647058824;5832;531300206
"19317";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";10034,0289;"Superior incompleto";"Masculino";"Parda";69,7083333333333;3346;531300111
"19318";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";0;"Médio incompleto";"Feminino";"Branca";68,6117647058824;5832;531300206
"19319";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";2809,528092;"Superior incompleto";"Masculino";"Parda";111,509433962264;5910;531300108
"19320";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";5017,01445;"Médio completo";"Masculino";"Parda";68,75;4950;531300109
"19321";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";1103,743179;"Superior incompleto";"Feminino";"Branca";76,1486486486486;5635;531300209
"19322";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";1358,60751306;"Médio completo";"Feminino";"Branca";66,5652173913043;6124;531300207
"19323";"Norte";"Santa Maria";"Central Adjacente 2";"Automóvel";"Entre 30 minutos e 1 hora";2006,80578;"Superior completo";"Masculino";"Branca";70,5487804878049;5785;531300107
"19324";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1605,444624;"Médio completo";"Masculino";"Parda";68,75;4950;531300109
"19325";"Norte";"Santa Maria";"Sul";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";1103,743179;"Fundamental incompleto";"Feminino";"Branca";67,78125;4338;531300210
"19326";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";1103,743179;"Fundamental incompleto";"Masculino";"Branca";67;3819;531300110
"19327";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";1003,40289;"Superior incompleto";"Feminino";"Branca";74,0897435897436;5779;531300205
"19328";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1304,423757;"Médio completo";"Feminino";"Branca";74,0897435897436;5779;531300205
"19329";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";1204,083468;"Fundamental incompleto";"Feminino";"Branca";67,78125;4338;531300210
"19330";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2006,80578;"Médio incompleto";"Masculino";"Parda";69,7083333333333;3346;531300111
"19331";"Norte";"Santa Maria";"Sul";"Automóvel";"Entre 30 minutos e 1 hora";2006,80578;"Superior incompleto";"Masculino";"Amarela";70,5487804878049;5785;531300107
"19332";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";1906,465491;"Médio completo";"Masculino";"Parda";68,75;4950;531300109
"19333";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1906,465491;"Médio completo";"Masculino";"Parda";70,5487804878049;5785;531300107
"19334";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";2508,507225;"Médio completo";"Feminino";"Preta";73,5192307692308;3823;531300212
"19335";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1000;"Médio completo";"Masculino";"Branca";72,1578947368421;5484;531300105
"19336";"Norte";"Santa Maria";"Sul";"Automóvel";"Acima de 2 horas";3000;"Fundamental incompleto";"Masculino";"Branca";67;3819;531300110
"19337";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";0;"Médio incompleto";"Masculino";"Branca";77,1571428571429;5401;531300106
"19338";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";6000;"Superior completo";"Masculino";"Branca";70,5487804878049;5785;531300107
"19339";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";4000;"Superior completo";"Masculino";"Parda";55,625;890;531300115
"19340";"Norte";"Santa Maria";"Oeste";"Ônibus";"Entre 30 minutos e 1 hora";1080,46412809983;"Médio completo";"Masculino";"Branca";70,5487804878049;5785;531300107
"19341";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1964,48023290878;"Fundamental incompleto";"Masculino";"Branca";70,5487804878049;5785;531300107
"19342";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";1806,125202;"Médio completo";"Masculino";"Parda";67;3819;531300110
"19343";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";1080,46412809983;"Fundamental incompleto";"Masculino";"Branca";67;3819;531300110
"19344";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1505,104335;"Sem instrução";"Feminino";"Parda";67,78125;4338;531300210
"19345";"Norte";"Santa Maria";"Central Adjacente 2";"Ônibus";"Entre 30 minutos e 1 hora";1505,104335;"Sem instrução";"Masculino";"Parda";67;3819;531300110
"19346";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";3010,20867;"Superior completo";"Feminino";"Preta";68,6117647058824;5832;531300206
"19347";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";1103,743179;"Superior incompleto";"Feminino";"Preta";68,6117647058824;5832;531300206
"19348";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";3612,250404;"Superior completo";"Masculino";"Preta";70,5487804878049;5785;531300107
"19349";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2000;"Médio completo";"Feminino";"Branca";67,78125;4338;531300210
"19350";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";3000;"Médio completo";"Masculino";"Branca";68,75;4950;531300109
"19351";"Norte";"Santa Maria";"Central";"A pé";"Entre 30 minutos e 1 hora";8000;"Superior completo";"Feminino";"Preta";56,9275362318841;3928;531300211
"19352";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";7023,82023;"Superior completo";"Masculino";"Preta";70,5487804878049;5785;531300107
"19353";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 1 hora e 1 hora e 30 minutos";3000;"Médio incompleto";"Feminino";"Branca";76,1486486486486;5635;531300209
"19354";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 1 hora e 1 hora e 30 minutos";3000;"Médio incompleto";"Masculino";"Parda";111,509433962264;5910;531300108
"19355";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";2207,486358;"Médio incompleto";"Masculino";"Parda";77,1571428571429;5401;531300106
"19356";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2207,486358;"Superior incompleto";"Feminino";"Parda";66,5652173913043;6124;531300207
"19357";"Norte";"Santa Maria";"Central Adjacente 2";"Automóvel";"Entre 30 minutos e 1 hora";0;"Superior completo";"Masculino";"Parda";67;3819;531300110
"19358";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";2006,80578;"Superior completo";"Feminino";"Preta";70,7956989247312;6584;531300208
"19359";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";1800;"Superior incompleto";"Masculino";"Branca";77,1571428571429;5401;531300106
"19360";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1103,743179;"Fundamental incompleto";"Masculino";"Preta";111,509433962264;5910;531300108
"19361";"Norte";"Santa Maria";"Central";"Ônibus";"Até 30 minutos";270,9187803;"Médio completo";"Feminino";"Branca";70,7956989247312;6584;531300208
"19362";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2946,72034936317;"Superior completo";"Feminino";"Parda";76,1486486486486;5635;531300209
"19363";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";2006,80578;"Médio completo";"Masculino";"Parda";67;3819;531300110
"19364";"Norte";"Santa Maria";"Sul";"Bicicleta";"Até 30 minutos";2508,507225;"Fundamental completo";"Masculino";"Parda";63,36;1584;531300114
"19365";"Norte";"Santa Maria";"Sul";"Ônibus";"Entre 30 minutos e 1 hora";0;"Médio completo";"Masculino";"Parda";67;3819;531300110
"19366";"Norte";"Santa Maria";"Central";"Automóvel";"Até 30 minutos";2508,507225;"Superior incompleto";"Feminino";"Parda";76,1486486486486;5635;531300209
"19367";"Norte";"Santa Maria";"Oeste";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";2006,80578;"Superior completo";"Feminino";"Parda";70,7956989247312;6584;531300208
"19368";"Norte";"Santa Maria";"Oeste";"Automóvel";"Entre 1 hora e 1 hora e 30 minutos";1003,40289;"Médio completo";"Masculino";"Branca";68,75;4950;531300109
"19369";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2809,528092;"Superior incompleto";"Feminino";"Parda";76,1486486486486;5635;531300209
"19370";"Norte";"Santa Maria";"Oeste";"Automóvel";"Entre 30 minutos e 1 hora";2809,528092;"Sem instrução";"Masculino";"Parda";70,5487804878049;5785;531300107
"19371";"Norte";"Santa Maria";"Central Adjacente 2";"Ônibus";"Entre 30 minutos e 1 hora";2107,146069;"Superior incompleto";"Masculino";"Branca";70,5487804878049;5785;531300107
"19372";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2207,486358;"Superior incompleto";"Masculino";"Parda";111,509433962264;5910;531300108
"19373";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";1103,743179;"Sem instrução";"Masculino";"Preta";76,025641025641;2965;531300112
"19374";"Norte";"Santa Maria";"Sul";"A pé";"Entre 1 hora e 30 minutos e 2 horas";2709,187803;"Médio completo";"Masculino";"Branca";111,509433962264;5910;531300108
"19375";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1964,48023290878;"Superior completo";"Feminino";"Parda";68,6117647058824;5832;531300206
"19376";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";15051,04335;"Superior completo";"Masculino";"Branca";67;3819;531300110
"19377";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";2709,187803;"Sem instrução";"Feminino";"Parda";66,5652173913043;6124;531300207
"19378";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 30 minutos e 2 horas";4314,632427;"Sem instrução";"Masculino";"Branca";77,1571428571429;5401;531300106
"19379";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";2006,80578;"Fundamental incompleto";"Masculino";"Branca";69,7083333333333;3346;531300111
"19380";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";1204,083468;"Médio completo";"Feminino";"Parda";74,0897435897436;5779;531300205
"19381";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1184,0154102;"Fundamental incompleto";"Masculino";"Preta";111,509433962264;5910;531300108
"19382";"Norte";"Santa Maria";"Central";"Automóvel";"Até 30 minutos";5017,01445;"Superior incompleto";"Masculino";"Branca";67;3819;531300110
"19383";"Norte";"Santa Maria";"Central";"Automóvel";"Até 30 minutos";4816,333872;"Médio completo";"Feminino";"Parda";76,1486486486486;5635;531300209
"19384";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";5017,01445;"Superior completo";"Masculino";"Branca";67;3819;531300110
"19385";"Norte";"Santa Maria";"Central";"Automóvel";"Até 30 minutos";10034,0289;"Superior completo";"Masculino";"Parda";68,75;4950;531300109
"19386";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";5017,01445;"Superior completo";"Feminino";"Branca";76,1486486486486;5635;531300209
"19387";"Norte";"Santa Maria";"Sul";"Ônibus";"Entre 30 minutos e 1 hora";1204,083468;"Superior incompleto";"Feminino";"Parda";74,0897435897436;5779;531300205
"19388";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2608,847514;"Superior incompleto";"Masculino";"Branca";67;3819;531300110
"19389";"Norte";"Santa Maria";"Sul";"Ônibus";"Entre 30 minutos e 1 hora";1204,083468;"Fundamental incompleto";"Masculino";"Parda";111,509433962264;5910;531300108
"19390";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2107,146069;"Superior incompleto";"Masculino";"Parda";72,1578947368421;5484;531300105
"19391";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1657,62157428;"Fundamental incompleto";"Feminino";"Preta";56,9275362318841;3928;531300211
"19392";"Norte";"Santa Maria";"Norte";"Ônibus";"Entre 30 minutos e 1 hora";1238,19916626;"Médio completo";"Masculino";"Preta";77,1571428571429;5401;531300106
"19393";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1349,57688705;"Fundamental completo";"Masculino";"Branca";76,025641025641;2965;531300112
"19394";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";5017,01445;"Fundamental incompleto";"Masculino";"Parda";111,509433962264;5910;531300108
"19395";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1806,125202;"Médio completo";"Masculino";"Parda";77,1571428571429;5401;531300106
"19396";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1573,33573152;"Superior completo";"Masculino";"Branca";77,1571428571429;5401;531300106
"19397";"Norte";"Santa Maria";"Sul";"Ônibus";"Entre 30 minutos e 1 hora";2663,03127006;"Fundamental completo";"Masculino";"Parda";76,025641025641;2965;531300112
"19398";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 30 minutos e 2 horas";1103,743179;"Sem instrução";"Masculino";"Parda";69,7083333333333;3346;531300111
"19399";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 30 minutos e 2 horas";1103,743179;"Médio incompleto";"Feminino";"Preta";70,7956989247312;6584;531300208
"19400";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";2006,80578;"Superior completo";"Feminino";"Branca";70,7956989247312;6584;531300208
"19401";"Norte";"Santa Maria";"Sul";"Motocicleta";"Até 30 minutos";2006,80578;"Médio completo";"Masculino";"Parda";68,75;4950;531300109
"19402";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";3000;"Médio completo";"Masculino";"Parda";76,025641025641;2965;531300112
"19403";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";6000;"Fundamental incompleto";"Feminino";"Parda";73,5192307692308;3823;531300212
"19404";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";602,041734;"Médio completo";"Masculino";"Parda";72,1578947368421;5484;531300105
"19405";"Norte";"Santa Maria";"Sul";"Motocicleta";"Até 30 minutos";1358,60751306;"Médio completo";"Masculino";"Parda";72,1578947368421;5484;531300105
"19406";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";8027,22312;"Superior completo";"Feminino";"Branca";70,7956989247312;6584;531300208
"19407";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";1100;"Médio completo";"Feminino";"Parda";70,7956989247312;6584;531300208
"19408";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1103,743179;"Médio completo";"Feminino";"Parda";70,7956989247312;6584;531300208
"19409";"Norte";"Santa Maria";"Central";"Automóvel";"Até 30 minutos";1806,125202;"Médio completo";"Masculino";"Parda";111,509433962264;5910;531300108
"19410";"Norte";"Santa Maria";"Central Adjacente 1";"Ônibus";"Até 30 minutos";10034,0289;"Superior incompleto";"Masculino";"Parda";67;3819;531300110
"19411";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";0;"Médio completo";"Masculino";"Parda";72,1578947368421;5484;531300105
"19412";"Norte";"Santa Maria";"Oeste";"Automóvel";"Até 30 minutos";3010,20867;"Médio completo";"Masculino";"Preta";69,7083333333333;3346;531300111
"19413";"Norte";"Santa Maria";"Central Adjacente 2";"Ônibus";"Entre 30 minutos e 1 hora";5017,01445;"Superior incompleto";"Masculino";"Preta";72,1578947368421;5484;531300105
"19414";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";1806,125202;"Superior completo";"Feminino";"Branca";74,0897435897436;5779;531300205
"19415";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";802,722312;"Médio completo";"Feminino";"Branca";68,6117647058824;5832;531300206
"19416";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";1080,46412809983;"Médio completo";"Feminino";"Parda";73,5192307692308;3823;531300212
"19417";"Norte";"Santa Maria";"Central Adjacente 2";"Motocicleta";"Entre 30 minutos e 1 hora";1500;"Médio completo";"Masculino";"Preta";70,5487804878049;5785;531300107
"19418";"Norte";"Santa Maria";"Central";"Motocicleta";"Até 30 minutos";1100;"Médio completo";"Masculino";"Parda";70,5487804878049;5785;531300107
"19419";"Norte";"Santa Maria";"Oeste";"Ônibus";"Entre 30 minutos e 1 hora";1100;"Superior completo";"Feminino";"Branca";68,6117647058824;5832;531300206
"19420";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";1178,68813974527;"Fundamental incompleto";"Masculino";"Branca";77,1571428571429;5401;531300106
"19421";"Norte";"Santa Maria";"Central";"Ônibus";"Até 30 minutos";1906,465491;"Médio completo";"Masculino";"Parda";70,5487804878049;5785;531300107
"19422";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";2307,826647;"Superior incompleto";"Feminino";"Parda";68,6117647058824;5832;531300206
"19423";"Norte";"Santa Maria";"Sul";"Ônibus";"Entre 30 minutos e 1 hora";1505,104335;"Fundamental incompleto";"Feminino";"Parda";66,5652173913043;6124;531300207
"19424";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";0;"Sem instrução";"Masculino";"Parda";76,025641025641;2965;531300112
"19425";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";2006,80578;"Superior completo";"Feminino";"Parda";67,78125;4338;531300210
"19426";"Norte";"Santa Maria";"Central Adjacente 1";"Automóvel";"Até 30 minutos";4816,333872;"Médio completo";"Masculino";"Branca";76,025641025641;2965;531300112
"19427";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";11037,43179;"Médio completo";"Masculino";"Branca";69,7083333333333;3346;531300111
"19428";"Norte";"Santa Maria";"Central Adjacente 1";"Automóvel";"Até 30 minutos";1806,125202;"Médio completo";"Masculino";"Branca";68,75;4950;531300109
"19429";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";5017,01445;"Superior incompleto";"Feminino";"Preta";67,78125;4338;531300210
"19430";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1683,71004942;"Superior completo";"Feminino";"Parda";67,78125;4338;531300210
"19431";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1549,25406216;"Superior incompleto";"Feminino";"Parda";66,5652173913043;6124;531300207
"19432";"Norte";"Santa Maria";"Oeste";"Ônibus";"Entre 30 minutos e 1 hora";1254,2536125;"Superior incompleto";"Masculino";"Parda";77,1571428571429;5401;531300106
"19433";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";3511,910115;"Superior completo";"Feminino";"Parda";68,6117647058824;5832;531300206
"19434";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";3812,930982;"Superior completo";"Masculino";"Parda";111,509433962264;5910;531300108
"19435";"Norte";"Santa Maria";"Central Adjacente 2";"Automóvel";"Entre 30 minutos e 1 hora";4013,61156;"Superior completo";"Masculino";"Branca";68,75;4950;531300109
"19436";"Norte";"Santa Maria";"Central";"Automóvel";"Até 30 minutos";3000;"Médio incompleto";"Masculino";"Parda";68,75;4950;531300109
"19437";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";200,680578;"Médio completo";"Feminino";"Parda";74,0897435897436;5779;531300205
"19438";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";903,062601;"Médio completo";"Masculino";"Parda";77,1571428571429;5401;531300106
"19439";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";2207,486358;"Sem instrução";"Masculino";"Preta";76,025641025641;2965;531300112
"19440";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";1103,743179;"Sem instrução";"Feminino";"Branca";76,3846153846154;2979;531300213
"19441";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";4013,61156;"Superior completo";"Feminino";"Branca";76,1486486486486;5635;531300209
"19442";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";2408,166936;"Médio completo";"Masculino";"Parda";77,1571428571429;5401;531300106
"19443";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";4013,61156;"Superior completo";"Feminino";"Preta";56,9275362318841;3928;531300211
"19444";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";3511,910115;"Superior incompleto";"Feminino";"Branca";74,0897435897436;5779;531300205
"19445";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";1003,40289;"Superior incompleto";"Masculino";"Parda";72,1578947368421;5484;531300105
"19446";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";1003,40289;"Médio completo";"Masculino";"Branca";76,025641025641;2965;531300112
"19447";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";6522,118785;"Superior incompleto";"Feminino";"Branca";74,0897435897436;5779;531300205
"19448";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";4214,292138;"Superior incompleto";"Masculino";"Branca";72,1578947368421;5484;531300105
"19449";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 30 minutos e 1 hora";3900;"Médio completo";"Masculino";"Parda";76,025641025641;2965;531300112
"19450";"Norte";"Santa Maria";"Sul";"A pé";"Até 30 minutos";2006,80578;"Fundamental completo";"Masculino";"Preta";67;3819;531300110
"19451";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 1 hora e 30 minutos e 2 horas";3576,12789996;"Superior completo";"Feminino";"Parda";76,1486486486486;5635;531300209
"19452";"Norte";"Santa Maria";"Central Adjacente 2";"Ônibus";"Entre 30 minutos e 1 hora";1103,743179;"Médio completo";"Masculino";"Indígena";67;3819;531300110
"19453";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";0;"Médio completo";"Feminino";"Parda";115,739130434783;5324;531300204
"19454";"Norte";"Santa Maria";"Central";"Automóvel";"Entre 1 hora e 1 hora e 30 minutos";4013,61156;"Superior completo";"Feminino";"Branca";67,78125;4338;531300210
"19455";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 30 minutos e 1 hora";1505,104335;"Médio completo";"Masculino";"Preta";70,5487804878049;5785;531300107
"19456";"Norte";"Santa Maria";"Sul";"Automóvel";"Até 30 minutos";1605,444624;"Médio completo";"Masculino";"Preta";76,025641025641;2965;531300112
"19457";"Norte";"Santa Maria";"Central";"Motocicleta";"Entre 30 minutos e 1 hora";1100;"Médio completo";"Masculino";"Parda";69,7083333333333;3346;531300111
"19458";"Norte";"Santa Maria";"Central";"Motocicleta";"Entre 30 minutos e 1 hora";3511,910115;"Superior incompleto";"Feminino";"Parda";67,78125;4338;531300210
"19459";"Norte";"Santa Maria";"Central";"Motocicleta";"Entre 30 minutos e 1 hora";1505,104335;"Superior incompleto";"Masculino";"Parda";68,75;4950;531300109
"19460";"Norte";"Santa Maria";"Central Adjacente 2";"Ônibus";"Entre 30 minutos e 1 hora";2307,826647;"Médio completo";"Feminino";"Parda";67,78125;4338;531300210
"19461";"Norte";"Santa Maria";"Central Adjacente 2";"Automóvel";"Entre 1 hora e 1 hora e 30 minutos";1989,74793087;"Médio completo";"Masculino";"Parda";77,1571428571429;5401;531300106
"19462";"Norte";"Santa Maria";"Central";"Ônibus";"Entre 1 hora e 1 hora e 30 minutos";1605,444624;"Médio completo";"Masculino";"Branca";70,5487804878049;5785;531300107
"19463";"Norte";"Santa Maria";"Sul";"Ônibus";"Até 30 minutos";1800;"Superior incompleto";"Feminino";"Preta";70,7956989247312;6584;531300208
